order_id,item_id,product_id,quantity,list_price,discount,Timestamp
360.0,3,13.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
360.0,4,25.0,1.0,499.99,0.1,2024-05-02 01:40:16.045001
361.0,1,24.0,2.0,549.99,0.05,2024-05-02 01:40:16.045001
361.0,2,6.0,2.0,469.99,0.1,2024-05-02 01:40:16.045001
361.0,3,11.0,1.0,1680.99,0.1,2024-05-02 01:40:16.045001
362.0,1,2.0,1.0,749.99,0.07,2024-05-02 01:40:16.045001
363.0,1,21.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
363.0,2,14.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
363.0,3,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001
363.0,4,20.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001
364.0,1,25.0,2.0,499.99,0.05,2024-05-02 01:40:16.045001
365.0,1,24.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001
366.0,1,21.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
366.0,2,4.0,1.0,2899.99,0.07,2024-05-02 01:40:16.045001
366.0,3,16.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
367.0,1,26.0,2.0,599.99,0.1,2024-05-02 01:40:16.045001
367.0,2,14.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001
367.0,3,10.0,2.0,1549.0,0.05,2024-05-02 01:40:16.045001
368.0,1,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001
368.0,2,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001
368.0,3,21.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
368.0,4,19.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001
369.0,1,10.0,2.0,1549.0,0.07,2024-05-02 01:40:16.045001
370.0,1,25.0,2.0,499.99,0.05,2024-05-02 01:40:16.045001
370.0,2,4.0,2.0,2899.99,0.1,2024-05-02 01:40:16.045001
371.0,1,14.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
371.0,2,12.0,1.0,549.99,0.2,2024-05-02 01:40:16.045001
372.0,1,11.0,1.0,1680.99,0.05,2024-05-02 01:40:16.045001
372.0,2,14.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
372.0,3,5.0,1.0,1320.99,0.1,2024-05-02 01:40:16.045001
373.0,1,8.0,2.0,1799.99,0.05,2024-05-02 01:40:16.045001
373.0,2,22.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
373.0,3,19.0,2.0,449.0,0.2,2024-05-02 01:40:16.045001
373.0,4,12.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001
373.0,5,13.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
374.0,1,10.0,1.0,1549.0,0.1,2024-05-02 01:40:16.045001
374.0,2,7.0,1.0,3999.99,0.07,2024-05-02 01:40:16.045001
375.0,1,21.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
375.0,2,2.0,2.0,749.99,0.05,2024-05-02 01:40:16.045001
375.0,3,4.0,2.0,2899.99,0.07,2024-05-02 01:40:16.045001
375.0,4,12.0,2.0,549.99,0.05,2024-05-02 01:40:16.045001
376.0,1,2.0,2.0,749.99,0.07,2024-05-02 01:40:16.045001
376.0,2,23.0,2.0,299.99,0.1,2024-05-02 01:40:16.045001
377.0,1,8.0,1.0,1799.99,0.05,2024-05-02 01:40:16.045001
377.0,2,14.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
378.0,1,26.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
379.0,1,9.0,1.0,2999.99,0.07,2024-05-02 01:40:16.045001
379.0,2,16.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001
380.0,1,16.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
380.0,2,11.0,2.0,1680.99,0.05,2024-05-02 01:40:16.045001
381.0,1,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
382.0,1,8.0,1.0,1799.99,0.1,2024-05-02 01:40:16.045001
382.0,2,9.0,1.0,2999.99,0.1,2024-05-02 01:40:16.045001
382.0,3,13.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
383.0,1,19.0,1.0,449.0,0.07,2024-05-02 01:40:16.045001
383.0,2,22.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
383.0,3,13.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
383.0,4,21.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
383.0,5,14.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
384.0,1,20.0,1.0,599.99,0.1,2024-05-02 01:40:16.045001
384.0,2,21.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001
384.0,3,8.0,1.0,1799.99,0.05,2024-05-02 01:40:16.045001
384.0,4,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001
384.0,5,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001
385.0,1,21.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
385.0,2,7.0,2.0,3999.99,0.2,2024-05-02 01:40:16.045001
385.0,3,26.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
386.0,1,8.0,1.0,1799.99,0.2,2024-05-02 01:40:16.045001
386.0,2,3.0,2.0,999.99,0.05,2024-05-02 01:40:16.045001
386.0,3,16.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
387.0,1,18.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001
388.0,1,19.0,2.0,449.0,0.2,2024-05-02 01:40:16.045001
388.0,2,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
388.0,3,2.0,1.0,749.99,0.07,2024-05-02 01:40:16.045001
388.0,4,11.0,1.0,1680.99,0.1,2024-05-02 01:40:16.045001
389.0,1,2.0,1.0,749.99,0.07,2024-05-02 01:40:16.045001
389.0,2,15.0,2.0,529.99,0.07,2024-05-02 01:40:16.045001
389.0,3,10.0,2.0,1549.0,0.05,2024-05-02 01:40:16.045001
389.0,4,5.0,1.0,1320.99,0.05,2024-05-02 01:40:16.045001
389.0,5,9.0,1.0,2999.99,0.2,2024-05-02 01:40:16.045001
390.0,1,23.0,1.0,299.99,0.05,2024-05-02 01:40:16.045001
390.0,2,7.0,2.0,3999.99,0.07,2024-05-02 01:40:16.045001
390.0,3,9.0,1.0,2999.99,0.05,2024-05-02 01:40:16.045001
391.0,1,8.0,1.0,1799.99,0.07,2024-05-02 01:40:16.045001
391.0,2,5.0,2.0,1320.99,0.2,2024-05-02 01:40:16.045001
391.0,3,24.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001
392.0,1,14.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
392.0,2,3.0,2.0,999.99,0.05,2024-05-02 01:40:16.045001
393.0,1,6.0,2.0,469.99,0.2,2024-05-02 01:40:16.045001
394.0,1,23.0,1.0,299.99,0.05,2024-05-02 01:40:16.045001
394.0,2,16.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001
394.0,3,14.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001
395.0,1,14.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001
396.0,1,12.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001
396.0,2,25.0,2.0,499.99,0.05,2024-05-02 01:40:16.045001
396.0,3,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001
397.0,1,7.0,1.0,3999.99,0.05,2024-05-02 01:40:16.045001
398.0,1,8.0,2.0,1799.99,0.05,2024-05-02 01:40:16.045001
398.0,2,18.0,2.0,449.0,0.05,2024-05-02 01:40:16.045001
398.0,3,25.0,1.0,499.99,0.2,2024-05-02 01:40:16.045001
398.0,4,17.0,1.0,429.0,0.05,2024-05-02 01:40:16.045001
399.0,1,25.0,1.0,499.99,0.05,2024-05-02 01:40:16.045001
399.0,2,11.0,2.0,1680.99,0.05,2024-05-02 01:40:16.045001
399.0,3,14.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
400.0,1,24.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001
400.0,2,9.0,1.0,2999.99,0.2,2024-05-02 01:40:16.045001
400.0,3,3.0,2.0,999.99,0.2,2024-05-02 01:40:16.045001
401.0,1,23.0,1.0,299.99,0.2,2024-05-02 01:40:16.045001
401.0,2,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001
402.0,1,6.0,2.0,469.99,0.07,2024-05-02 01:40:16.045001
402.0,2,5.0,1.0,1320.99,0.07,2024-05-02 01:40:16.045001
402.0,3,26.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
403.0,1,12.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001
403.0,2,7.0,2.0,3999.99,0.2,2024-05-02 01:40:16.045001
403.0,3,22.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
403.0,4,24.0,1.0,549.99,0.2,2024-05-02 01:40:16.045001
404.0,1,9.0,1.0,2999.99,0.07,2024-05-02 01:40:16.045001
404.0,2,25.0,2.0,499.99,0.05,2024-05-02 01:40:16.045001
404.0,3,16.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
405.0,1,3.0,2.0,999.99,0.2,2024-05-02 01:40:16.045001
405.0,2,10.0,2.0,1549.0,0.1,2024-05-02 01:40:16.045001
405.0,3,14.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
406.0,1,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001
407.0,1,20.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001
407.0,2,5.0,1.0,1320.99,0.05,2024-05-02 01:40:16.045001
408.0,1,18.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001
408.0,2,3.0,1.0,999.99,0.07,2024-05-02 01:40:16.045001
408.0,3,2.0,2.0,749.99,0.07,2024-05-02 01:40:16.045001
408.0,4,17.0,2.0,429.0,0.2,2024-05-02 01:40:16.045001
409.0,1,15.0,1.0,529.99,0.07,2024-05-02 01:40:16.045001
409.0,2,16.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
409.0,3,21.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001
410.0,1,25.0,1.0,499.99,0.1,2024-05-02 01:40:16.045001
410.0,2,9.0,2.0,2999.99,0.05,2024-05-02 01:40:16.045001
410.0,3,24.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001
411.0,1,2.0,1.0,749.99,0.07,2024-05-02 01:40:16.045001
411.0,2,26.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
412.0,1,7.0,1.0,3999.99,0.1,2024-05-02 01:40:16.045001
412.0,2,24.0,1.0,549.99,0.07,2024-05-02 01:40:16.045001
412.0,3,17.0,1.0,429.0,0.1,2024-05-02 01:40:16.045001
413.0,1,8.0,2.0,1799.99,0.05,2024-05-02 01:40:16.045001
413.0,2,25.0,1.0,499.99,0.1,2024-05-02 01:40:16.045001
413.0,3,9.0,1.0,2999.99,0.07,2024-05-02 01:40:16.045001
414.0,1,4.0,2.0,2899.99,0.1,2024-05-02 01:40:16.045001
415.0,1,3.0,1.0,999.99,0.07,2024-05-02 01:40:16.045001
415.0,2,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001
415.0,3,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001
415.0,4,6.0,2.0,469.99,0.05,2024-05-02 01:40:16.045001
416.0,1,22.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
416.0,2,14.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
416.0,3,24.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001
417.0,1,26.0,2.0,599.99,0.07,2024-05-02 01:40:16.045001
417.0,2,6.0,2.0,469.99,0.07,2024-05-02 01:40:16.045001
418.0,1,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001
418.0,2,20.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
419.0,1,9.0,1.0,2999.99,0.05,2024-05-02 01:40:16.045001
420.0,1,17.0,2.0,429.0,0.2,2024-05-02 01:40:16.045001
420.0,2,15.0,2.0,529.99,0.1,2024-05-02 01:40:16.045001
420.0,3,3.0,2.0,999.99,0.05,2024-05-02 01:40:16.045001
421.0,1,6.0,2.0,469.99,0.07,2024-05-02 01:40:16.045001
421.0,2,3.0,2.0,999.99,0.2,2024-05-02 01:40:16.045001
421.0,3,20.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
421.0,4,4.0,1.0,2899.99,0.07,2024-05-02 01:40:16.045001
421.0,5,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001
422.0,1,20.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
423.0,1,8.0,2.0,1799.99,0.05,2024-05-02 01:40:16.045001
423.0,2,17.0,1.0,429.0,0.2,2024-05-02 01:40:16.045001
423.0,3,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001
423.0,4,2.0,1.0,749.99,0.2,2024-05-02 01:40:16.045001
424.0,1,22.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
424.0,2,6.0,1.0,469.99,0.05,2024-05-02 01:40:16.045001
425.0,1,6.0,1.0,469.99,0.1,2024-05-02 01:40:16.045001
425.0,2,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
425.0,3,19.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001
426.0,1,10.0,1.0,1549.0,0.1,2024-05-02 01:40:16.045001
426.0,2,23.0,2.0,299.99,0.05,2024-05-02 01:40:16.045001
427.0,1,12.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001
427.0,2,15.0,2.0,529.99,0.1,2024-05-02 01:40:16.045001
427.0,3,26.0,2.0,599.99,0.07,2024-05-02 01:40:16.045001
428.0,1,5.0,2.0,1320.99,0.2,2024-05-02 01:40:16.045001
428.0,2,14.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
429.0,1,11.0,1.0,1680.99,0.2,2024-05-02 01:40:16.045001
429.0,2,4.0,2.0,2899.99,0.1,2024-05-02 01:40:16.045001
429.0,3,5.0,2.0,1320.99,0.05,2024-05-02 01:40:16.045001
429.0,4,6.0,1.0,469.99,0.07,2024-05-02 01:40:16.045001
429.0,5,2.0,1.0,749.99,0.1,2024-05-02 01:40:16.045001
430.0,1,22.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
430.0,2,11.0,1.0,1680.99,0.07,2024-05-02 01:40:16.045001
430.0,3,4.0,2.0,2899.99,0.2,2024-05-02 01:40:16.045001
430.0,4,13.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001
430.0,5,8.0,1.0,1799.99,0.2,2024-05-02 01:40:16.045001
431.0,1,14.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001
431.0,2,6.0,1.0,469.99,0.1,2024-05-02 01:40:16.045001
431.0,3,18.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001
431.0,4,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
431.0,5,19.0,1.0,449.0,0.07,2024-05-02 01:40:16.045001
432.0,1,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001
432.0,2,7.0,2.0,3999.99,0.05,2024-05-02 01:40:16.045001
433.0,1,6.0,1.0,469.99,0.1,2024-05-02 01:40:16.045001
433.0,2,10.0,1.0,1549.0,0.2,2024-05-02 01:40:16.045001
433.0,3,24.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001
433.0,4,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001
434.0,1,21.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001
434.0,2,20.0,1.0,599.99,0.1,2024-05-02 01:40:16.045001
434.0,3,9.0,1.0,2999.99,0.2,2024-05-02 01:40:16.045001
434.0,4,11.0,2.0,1680.99,0.07,2024-05-02 01:40:16.045001
434.0,5,18.0,2.0,449.0,0.05,2024-05-02 01:40:16.045001
435.0,1,22.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001
435.0,2,9.0,1.0,2999.99,0.05,2024-05-02 01:40:16.045001
435.0,3,18.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001
436.0,1,3.0,1.0,999.99,0.05,2024-05-02 01:40:16.045001
436.0,2,23.0,1.0,299.99,0.2,2024-05-02 01:40:16.045001
437.0,1,3.0,1.0,999.99,0.05,2024-05-02 01:40:16.045001
437.0,2,10.0,1.0,1549.0,0.05,2024-05-02 01:40:16.045001
437.0,3,8.0,2.0,1799.99,0.05,2024-05-02 01:40:16.045001
438.0,1,4.0,1.0,2899.99,0.07,2024-05-02 01:40:16.045001
438.0,2,22.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
438.0,3,8.0,2.0,1799.99,0.05,2024-05-02 01:40:16.045001
438.0,4,13.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
439.0,1,6.0,2.0,469.99,0.07,2024-05-02 01:40:16.045001
439.0,2,7.0,2.0,3999.99,0.05,2024-05-02 01:40:16.045001
440.0,1,19.0,2.0,449.0,0.07,2024-05-02 01:40:16.045001
440.0,2,4.0,2.0,2899.99,0.07,2024-05-02 01:40:16.045001
441.0,1,12.0,1.0,549.99,0.07,2024-05-02 01:40:16.045001
441.0,2,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001
442.0,1,16.0,2.0,599.99,0.07,2024-05-02 01:40:16.045001
442.0,2,26.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
442.0,3,6.0,2.0,469.99,0.2,2024-05-02 01:40:16.045001
443.0,1,5.0,1.0,1320.99,0.05,2024-05-02 01:40:16.045001
443.0,2,26.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001
444.0,1,22.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
444.0,2,15.0,2.0,529.99,0.07,2024-05-02 01:40:16.045001
444.0,3,20.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
444.0,4,16.0,1.0,599.99,0.1,2024-05-02 01:40:16.045001
444.0,5,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001
445.0,1,7.0,1.0,3999.99,0.2,2024-05-02 01:40:16.045001
445.0,2,16.0,1.0,599.99,0.07,2024-05-02 01:40:16.045001
445.0,3,23.0,1.0,299.99,0.2,2024-05-02 01:40:16.045001
446.0,1,22.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
446.0,2,16.0,2.0,599.99,0.07,2024-05-02 01:40:16.045001
447.0,1,4.0,2.0,2899.99,0.05,2024-05-02 01:40:16.045001
447.0,2,3.0,1.0,999.99,0.1,2024-05-02 01:40:16.045001
447.0,3,8.0,1.0,1799.99,0.07,2024-05-02 01:40:16.045001
448.0,1,13.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
448.0,2,6.0,2.0,469.99,0.05,2024-05-02 01:40:16.045001
449.0,1,17.0,2.0,429.0,0.05,2024-05-02 01:40:16.045001
449.0,2,2.0,1.0,749.99,0.05,2024-05-02 01:40:16.045001
449.0,3,7.0,2.0,3999.99,0.07,2024-05-02 01:40:16.045001
449.0,4,26.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
450.0,1,24.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001
450.0,2,12.0,1.0,549.99,0.07,2024-05-02 01:40:16.045001
450.0,3,5.0,1.0,1320.99,0.1,2024-05-02 01:40:16.045001
451.0,1,14.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
452.0,1,11.0,1.0,1680.99,0.05,2024-05-02 01:40:16.045001
452.0,2,16.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
452.0,3,7.0,2.0,3999.99,0.1,2024-05-02 01:40:16.045001
452.0,4,8.0,1.0,1799.99,0.1,2024-05-02 01:40:16.045001
453.0,1,23.0,1.0,299.99,0.05,2024-05-02 01:40:16.045001
453.0,2,20.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
453.0,3,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001
454.0,1,25.0,2.0,499.99,0.07,2024-05-02 01:40:16.045001
454.0,2,13.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
454.0,3,24.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001
455.0,1,9.0,1.0,2999.99,0.05,2024-05-02 01:40:16.045001
456.0,1,17.0,2.0,429.0,0.07,2024-05-02 01:40:16.045001
456.0,2,23.0,1.0,299.99,0.07,2024-05-02 01:40:16.045001
457.0,1,24.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001
457.0,2,2.0,1.0,749.99,0.05,2024-05-02 01:40:16.045001
457.0,3,7.0,2.0,3999.99,0.1,2024-05-02 01:40:16.045001
457.0,4,17.0,1.0,429.0,0.2,2024-05-02 01:40:16.045001
458.0,1,2.0,1.0,749.99,0.2,2024-05-02 01:40:16.045001
458.0,2,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
458.0,3,11.0,1.0,1680.99,0.1,2024-05-02 01:40:16.045001
458.0,4,24.0,1.0,549.99,0.2,2024-05-02 01:40:16.045001
458.0,5,3.0,2.0,999.99,0.2,2024-05-02 01:40:16.045001
459.0,1,11.0,1.0,1680.99,0.2,2024-05-02 01:40:16.045001
460.0,1,19.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001
460.0,2,18.0,2.0,449.0,0.07,2024-05-02 01:40:16.045001
460.0,3,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001
460.0,4,22.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
461.0,1,16.0,1.0,599.99,0.07,2024-05-02 01:40:16.045001
461.0,2,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001
461.0,3,8.0,2.0,1799.99,0.05,2024-05-02 01:40:16.045001
461.0,4,24.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001
461.0,5,18.0,2.0,449.0,0.1,2024-05-02 01:40:16.045001
462.0,1,12.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001
463.0,1,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
464.0,1,7.0,1.0,3999.99,0.1,2024-05-02 01:40:16.045001
465.0,1,6.0,2.0,469.99,0.1,2024-05-02 01:40:16.045001
465.0,2,25.0,2.0,499.99,0.1,2024-05-02 01:40:16.045001
466.0,1,19.0,2.0,449.0,0.2,2024-05-02 01:40:16.045001
466.0,2,6.0,1.0,469.99,0.2,2024-05-02 01:40:16.045001
466.0,3,7.0,2.0,3999.99,0.05,2024-05-02 01:40:16.045001
466.0,4,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001
466.0,5,5.0,1.0,1320.99,0.1,2024-05-02 01:40:16.045001
467.0,1,19.0,1.0,449.0,0.07,2024-05-02 01:40:16.045001
467.0,2,10.0,1.0,1549.0,0.07,2024-05-02 01:40:16.045001
467.0,3,22.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
467.0,4,17.0,2.0,429.0,0.07,2024-05-02 01:40:16.045001
467.0,5,11.0,1.0,1680.99,0.1,2024-05-02 01:40:16.045001
468.0,1,19.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001
468.0,2,9.0,2.0,2999.99,0.05,2024-05-02 01:40:16.045001
468.0,3,10.0,2.0,1549.0,0.05,2024-05-02 01:40:16.045001
468.0,4,25.0,1.0,499.99,0.1,2024-05-02 01:40:16.045001
469.0,1,8.0,2.0,1799.99,0.1,2024-05-02 01:40:16.045001
469.0,2,4.0,1.0,2899.99,0.07,2024-05-02 01:40:16.045001
469.0,3,15.0,2.0,529.99,0.2,2024-05-02 01:40:16.045001
470.0,1,18.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001
470.0,2,13.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001
470.0,3,8.0,2.0,1799.99,0.2,2024-05-02 01:40:16.045001
471.0,1,14.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
471.0,2,13.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
472.0,1,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001
472.0,2,21.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
473.0,1,26.0,1.0,599.99,0.07,2024-05-02 01:40:16.045001
474.0,1,19.0,2.0,449.0,0.05,2024-05-02 01:40:16.045001
474.0,2,11.0,1.0,1680.99,0.2,2024-05-02 01:40:16.045001
475.0,1,17.0,2.0,429.0,0.07,2024-05-02 01:40:16.045001
475.0,2,26.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
475.0,3,25.0,1.0,499.99,0.2,2024-05-02 01:40:16.045001
476.0,1,22.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
476.0,2,4.0,2.0,2899.99,0.2,2024-05-02 01:40:16.045001
476.0,3,11.0,2.0,1680.99,0.07,2024-05-02 01:40:16.045001
476.0,4,20.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
477.0,1,6.0,1.0,469.99,0.1,2024-05-02 01:40:16.045001
477.0,2,10.0,1.0,1549.0,0.05,2024-05-02 01:40:16.045001
478.0,1,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
479.0,1,26.0,1.0,599.99,0.07,2024-05-02 01:40:16.045001
479.0,2,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001
479.0,3,21.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
479.0,4,7.0,1.0,3999.99,0.05,2024-05-02 01:40:16.045001
479.0,5,10.0,1.0,1549.0,0.2,2024-05-02 01:40:16.045001
480.0,1,4.0,1.0,2899.99,0.05,2024-05-02 01:40:16.045001
480.0,2,15.0,1.0,529.99,0.05,2024-05-02 01:40:16.045001
480.0,3,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001
481.0,1,13.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001
481.0,2,16.0,2.0,599.99,0.07,2024-05-02 01:40:16.045001
481.0,3,9.0,2.0,2999.99,0.1,2024-05-02 01:40:16.045001
482.0,1,13.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
482.0,2,14.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
483.0,1,17.0,1.0,429.0,0.07,2024-05-02 01:40:16.045001
484.0,1,8.0,2.0,1799.99,0.1,2024-05-02 01:40:16.045001
484.0,2,24.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001
484.0,3,9.0,2.0,2999.99,0.05,2024-05-02 01:40:16.045001
484.0,4,6.0,1.0,469.99,0.2,2024-05-02 01:40:16.045001
485.0,1,13.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
485.0,2,26.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
486.0,1,9.0,1.0,2999.99,0.07,2024-05-02 01:40:16.045001
486.0,2,23.0,2.0,299.99,0.05,2024-05-02 01:40:16.045001
487.0,1,6.0,1.0,469.99,0.2,2024-05-02 01:40:16.045001
488.0,1,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
488.0,2,23.0,2.0,299.99,0.05,2024-05-02 01:40:16.045001
488.0,3,22.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001
489.0,1,8.0,2.0,1799.99,0.1,2024-05-02 01:40:16.045001
490.0,1,12.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001
490.0,2,23.0,1.0,299.99,0.05,2024-05-02 01:40:16.045001
490.0,3,14.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
490.0,4,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
491.0,1,9.0,2.0,2999.99,0.2,2024-05-02 01:40:16.045001
491.0,2,21.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
491.0,3,15.0,2.0,529.99,0.05,2024-05-02 01:40:16.045001
492.0,1,6.0,1.0,469.99,0.1,2024-05-02 01:40:16.045001
492.0,2,22.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
492.0,3,26.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
